internationalSecNumber,typeOfSubmission,description,url,dateModified
NGBETAGLAS04,Corporate Actions,Beta Glass Plc - Frigoglass Proposed Investment in Beta Glass Plant,https://doclib.ngxgroup.com/Financial_NewsDocs/24629_BETA_GLASS_PLC_CORPORATE_ACTIONS_DECEMBER_2018.pdf,2018-12-19T08:58:26Z
NGBETAGLAS04,Corporate Actions,Beta Glass Plc - Appointment of Company Secretary,https://doclib.ngxgroup.com/Financial_NewsDocs/23469_BETA_GLASS_PLC_CORPORATE_ACTIONS_AUGUST_2018.pdf,2018-08-17T07:23:23Z
NGBETAGLAS04,Corporate Actions,Beta Glass Plc - Appointment of a Director,https://doclib.ngxgroup.com/Financial_NewsDocs/21818_BETA_GLASS_PLC_CORPORATE_ACTIONS_APRIL_2018.pdf,2018-04-17T15:02:17Z
NGBETAGLAS04,Corporate Actions,Beta Glass Plc - Resignation of a Director,https://doclib.ngxgroup.com/Financial_NewsDocs/21817_BETA_GLASS_PLC_CORPORATE_ACTIONS_APRIL_2018.pdf,2018-04-17T15:01:53Z
NGBETAGLAS04,Corporate Actions,Beta Glass - Corporate Action,https://doclib.ngxgroup.com/Financial_NewsDocs/21488_BETA_GLASS_-_CORPORATE_ACTION_CORPORATE_ACTIONS_APRIL_2018.pdf,2018-04-06T13:45:49Z
NGBETAGLAS04,Corporate Actions,Beta Glass Plc - Resignation of a Director,https://doclib.ngxgroup.com/Financial_NewsDocs/20669_BETA_GLASS_PLC_CORPORATE_ACTIONS_JANUARY_2018.pdf,2018-01-12T16:04:09Z
NGBETAGLAS04,Corporate Actions,Beta Glass Plc - Appointment,https://doclib.ngxgroup.com/Financial_NewsDocs/20385_BETA_GLASS_PLC_CORPORATE_ACTIONS_NOVEMBER_2017.pdf,2017-11-15T15:07:29Z
NGBETAGLAS04,Corporate Actions,BETA GLASS PLC-CHANGE OF AUDITORS,https://doclib.ngxgroup.com/Financial_NewsDocs/19634_BETA_GLASS_PLC-CHANGE_OF_AUDITORS_CORPORATE_ACTIONS_SEPTEMBER_2017.pdf,2017-09-21T13:22:50Z
NGBETAGLAS04,Corporate Actions,BETA GLASS PLC - APPOINTMENT,https://doclib.ngxgroup.com/Financial_NewsDocs/19484_BETA_GLASS_PLC_-_APPOINTMENT_CORPORATE_ACTIONS_SEPTEMBER_2017.pdf,2017-09-06T08:13:58Z
NGBETAGLAS04,Corporate Actions,BETA GLASS  - DIVIDEND INFORMATION,https://doclib.ngxgroup.com/Financial_NewsDocs/17134_BETA_GLASS__-_DIVIDEND_INFORMATION_CORPORATE_ACTIONS_MARCH_2017.pdf,2017-03-31T14:21:08Z
NGBETAGLAS04,Corporate Actions,"OrderedDict([('@xml:space', 'preserve'), ('#text', 'BETA GLASS PLC APPOINTMENT')])",https://doclib.ngxgroup.com/Financial_NewsDocs/13779_BETA_GLASS_PLC_APPOINTMENT__CORPORATE_ACTIONS_MAY_2016.pdf,2016-05-20T15:04:33Z
NGBETAGLAS04,Corporate Actions,BETA GLASS - CORPORATE ACTION,https://doclib.ngxgroup.com/Financial_NewsDocs/13704_BETA_GLASS_-_CORPORATE_ACTION_CORPORATE_ACTIONS_MAY_2016.pdf,2016-05-12T14:27:46Z
NGBETAGLAS04,Corporate Actions,BETA GLASS PLC - PRESS RELEASE,https://doclib.ngxgroup.com/Financial_NewsDocs/12385_BETA_GLASS_PLC_-_PRESS_RELEASE_CORPORATE_ACTIONS_FEBRUARY_2016.pdf,2016-02-29T12:02:02Z
NGBETAGLAS04,Corporate Actions,BETA GLASS PLC PRESS RELEASE,https://doclib.ngxgroup.com/Financial_NewsDocs/9885_BETA_GLASS_PLC_PRESS_RELEASE_CORPORATE_ACTIONS_MAY_2015.pdf,2015-05-22T15:05:11Z
NGBUACEMENT3,Corporate Actions,BUA CEMENT PLC-NOTICE OF CLOSE PERIOD,https://doclib.ngxgroup.com/Financial_NewsDocs/33032_BUA_CEMENT_PLC NOTICE_OF_CLOSE_PERIOD_CORPORATE_ACTION.pdf,2021-04-14T17:42:54Z
NGBUACEMENT3,Corporate Actions,BUA CEMENT PLC-CORPORATE ACTIONS,https://doclib.ngxgroup.com/Financial_NewsDocs/32783_BUA_CEMENT_PLC CORPORATE_ACTIONS_CORPORATE_ACTIONS_MAR.pdf,2021-03-30T16:42:36Z
NGBUACEMENT3,Corporate Actions,BUA CEMENT PLC-NOTICE OF BOARD MEETING & CLOSE PERIOD,https://doclib.ngxgroup.com/Financial_NewsDocs/32166_BUA_CEMENT_PLC NOTICE_OF_BOARD_MEETING__CLOSE_PERIOD_C.pdf,2021-01-22T20:54:40Z
NGBUACEMENT3,Corporate Actions,BUA CEMENT PLC-NOTIFICATION OF CAPACITY EXPANSION OF BUA CEMENT PLC,https://doclib.ngxgroup.com/Financial_NewsDocs/32065_BUA_CEMENT_PLC NOTIFICATION_OF_CAPACITY_EXPANSION_OF_B.pdf,2020-12-22T12:44:46Z
NGBUACEMENT3,Corporate Actions,BUA CEMENT PLC-NOTIFICATION OF BOOK BUILDING FOR BOND ISSUANCE,https://doclib.ngxgroup.com/Financial_NewsDocs/32038_BUA_CEMENT_PLC NOTIFICATION_OF_BOOK_BUILDING_FOR_BOND_.pdf,2020-12-16T17:51:42Z
NGBUACEMENT3,Corporate Actions,BUA CEMENT PLC-NOTIFICATION OF APPOINTMENT OF EXECUTIVE DIRECTOR (CFO),https://doclib.ngxgroup.com/Financial_NewsDocs/31533_BUA_CEMENT_PLC NOTIFICATION_OF_APPOINTMENT_OF_EXECUTIV.pdf,2020-10-03T11:52:17Z
NGBUACEMENT3,Board Meeting (BM),BUA CEMENT PLC- NOTICE OF BOARD MEETING (BM),https://doclib.ngxgroup.com/Financial_NewsDocs/30841_BUA_CEMENT_PLC-_NOTICES_OF_BOARD_MEETING_(BM)_-_NOTICE.pdf,2020-07-07T19:54:46Z
NGBUACEMENT3,Corporate Actions,BUA Cement Plc - Dividend Information,https://doclib.ngxgroup.com/Financial_NewsDocs/30099_BUA_CEMENT_PLC_CORPORATE_ACTIONS_MAY_2020.pdf,2020-05-19T17:00:30Z
NGBUACEMENT3,Corporate Actions,BUA Cement Plc - Notification of Board Meeting and Closed Period,https://doclib.ngxgroup.com/Financial_NewsDocs/29389_BUA_CEMENT_PLC_CORPORATE_ACTIONS_MARCH_2020.pdf,2020-03-13T11:56:21Z
NGCILEASING2,Corporate Actions,"OrderedDict([('@xml:space', 'preserve'), ('#text', 'C AND I LEASING PLC.- NOTIFICATION OF ACQUISITION OF (NEOMA CAPITAL) LOAN STOCK BY PEACE MASS TRANSIT-DEC 2020')])",https://doclib.ngxgroup.com/Financial_NewsDocs/32054_C_AND_I_LEASING_PLC%20CORPOCORPORATE_ACTIONS_CandI_LEASI.pdf,2021-01-05T12:56:50Z
NGCILEASING2,Corporate Actions,C AND I LEASING PLC.-CORPORATE ACTION: C&I LEASING PLC: RESOLUTIONS PASSED AT THE NOV-2020 EGM .,https://doclib.ngxgroup.com/Financial_NewsDocs/31893_C_AND_I_LEASING_PLC CORPORATE_ACTION_C&I_LEASING_PLC_.pdf,2020-11-19T10:58:02Z
NGCILEASING2,Corporate Actions,C AND I LEASING PLC.-CORPORATE ACTION: C&I LEASING PLC: 9M 2020 FINANCIAL HIGHLIGHTS.,https://doclib.ngxgroup.com/Financial_NewsDocs/31807_C_AND_I_LEASING_PLC CORPORATE_ACTION_C&I_LEASING_PLC_.pdf,2020-11-03T07:44:37Z
NGCILEASING2,Extra-Ordinary General Meeting (EGM),C AND I LEASING PLC.- NOTICE OF EXTRA-ORDINARY GENERAL MEETING (EGM),https://doclib.ngxgroup.com/Financial_NewsDocs/31569_C_AND_I_LEASING_PLC _NOTICES_OF_EXTRA ORDINARY_GENERA.pdf,2020-10-07T12:38:50Z
NGCILEASING2,Corporate Actions,"OrderedDict([('@xml:space', 'preserve'), ('#text', 'C AND I LEASING PLC.-CORPORATE ACTIONS; C&I LEASING PLC_ NOTIFICATION OF PROPOSED SALE OF LOAN STOCK HELD BY NEOMA AFRICA FUND LLC')])",https://doclib.ngxgroup.com/Financial_NewsDocs/31267_C_AND_I_LEASING_PLC.-CORPORATE_ACTIONS;_C&I_LEASING_PL.pdf,2020-08-20T11:22:08Z
NGCILEASING2,Corporate Actions,"C AND I LEASING PLC.-CORPORATE ACTIONS; C&I LEASING PLC_ Q,1 2020 FINANCIAL HIGHLIGHTS.",https://doclib.ngxgroup.com/Financial_NewsDocs/31197_C_AND_I_LEASING_PLC.-CORPORATE_ACTIONS;_C&I_LEASING_PL.pdf,2020-08-07T09:14:18Z
NGCILEASING2,Board Meeting (BM),C AND I LEASING PLC.- NOTICE OF BOARD MEETING (BM),https://doclib.ngxgroup.com/Financial_NewsDocs/30872_C_AND_I_LEASING_PLC.-_NOTICES_OF_BOARD_MEETING_(BM)_-_.pdf,2020-07-10T18:16:52Z
NGCILEASING2,Corporate Actions,C & I Leasing Plc - Dividend Information,https://doclib.ngxgroup.com/Financial_NewsDocs/30768_C_AND_I_LEASING_PLC.-CORPORATE_ACTION_CORPORATE_ACTIONS_JULY_2020.pdf,2020-07-03T10:02:37Z
NGCILEASING2,Annual General Meeting (AGM),"OrderedDict([('@xml:space', 'preserve'), ('#text', 'C AND I LEASING PLC.- NOTICES OF ANNUAL GENERAL MEETING (AGM) -')])",https://doclib.ngxgroup.com/Financial_NewsDocs/30776_C_AND_I_LEASING_PLC.-_NOTICES_OF_ANNUAL_GENERAL_MEETING_(AGM)_-__ANNUAL_GENERAL_MEETING_(AGM)_JULY_2020.pdf,2020-07-01T21:27:03Z
NGCILEASING2,Corporate Actions,C and I Leasing Plc - Notice of Late Filing of 2020 AFS,https://doclib.ngxgroup.com/Financial_NewsDocs/30388_C_AND_I_LEASING_PLC_-_LATE_FILING_CORPORATE_ACTIONS_JUNE_2020.pdf,2020-06-05T11:31:39Z
NGCILEASING2,Corporate Actions,C and I Leasing - Information Update,https://doclib.ngxgroup.com/Financial_NewsDocs/28471_C_AND_I_LEASING_-_UPDATE_CORPORATE_ACTIONS_JANUARY_2020.pdf,2020-01-03T13:44:15Z
NGCILEASING2,Corporate Actions,C and I Leasing Plc - Notification of Errors in the Audited Accounts of Leasafric Ghana Limited,https://doclib.ngxgroup.com/Financial_NewsDocs/28390_C_AND_I_LEASING_-_NOTICE_OF_ERROR__CORPORATE_ACTIONS_DECEMBER_2019.pdf,2019-12-09T16:30:25Z
NGCILEASING2,Corporate Actions,"C & I Leasing Plc -  Rights Issue of 539,003,333 Ordinary Shares of 50 Kobo each at N6",https://doclib.ngxgroup.com/Financial_NewsDocs/28271_C_AND_I_LEASING_PLC_-_ANNOUNCEMENT_CORPORATE_ACTIONS_NOVEMBER_2019.pdf,2019-11-29T11:25:50Z
NGCILEASING2,Corporate Actions,C and I Leasing Plc - Proposed Rights Issue Signing Ceremony,https://doclib.ngxgroup.com/Financial_NewsDocs/28192_C_AND_I_LEASING_PLC_-_PROPOSED_RIG_CORPORATE_ACTIONS_NOVEMBER_2019.pdf,2019-11-06T14:55:08Z
NGCILEASING2,Corporate Actions,C & I Leasing Plc - Notice of Board Meeting and Closed Period,https://doclib.ngxgroup.com/Financial_NewsDocs/27794_C_AND_I_LEASING_PLC_-_NOTICE_OF_ME_CORPORATE_ACTIONS_OCTOBER_2019.pdf,2019-10-18T09:53:27Z
NGCILEASING2,Corporate Actions,C and I Leasing - Proposed Rights Issue,https://doclib.ngxgroup.com/Financial_NewsDocs/27511_C_AND_I_LEASING_-_PROPOSED_RIGHTS__CORPORATE_ACTIONS_SEPTEMBER_2019.pdf,2019-09-09T15:39:13Z
NGCILEASING2,Corporate Actions,C and I Leasing Plc - Q2 2019 Financial Highlights,https://doclib.ngxgroup.com/Financial_NewsDocs/27263_C_I_LEASING_-_HIGHLIGHTS_CORPORATE_ACTIONS_JULY_2019.pdf,2019-07-31T17:41:18Z
NGCILEASING2,Corporate Actions,C and I Leasing Plc -Notice of Board Meeting and Closed Period,https://doclib.ngxgroup.com/Financial_NewsDocs/26674_C_AND_I_LEASING_PLC_-BOARD_MEETING_CORPORATE_ACTIONS_JULY_2019.pdf,2019-07-12T10:27:16Z
NGCILEASING2,Corporate Actions,C and I Leasing Plc - Teaming up OCS Services DMCC in Joint Venture,https://doclib.ngxgroup.com/Financial_NewsDocs/26467_C_AND_I_LEASING_PLC_-_TEAMING_UP__CORPORATE_ACTIONS_JUNE_2019.pdf,2019-06-26T13:34:19Z
NGCILEASING2,Corporate Actions,C & I Leasing Plc - Dividend Information,https://doclib.ngxgroup.com/Financial_NewsDocs/26454_C_AND_I_LEASING_PLC_-_DIVIDEND_INF_CORPORATE_ACTIONS_JUNE_2019.pdf,2019-06-25T10:01:27Z
NGCILEASING2,Corporate Actions,C and I Leasing Plc - Delay in Filing Q1 March 2019 Accounts,https://doclib.ngxgroup.com/Financial_NewsDocs/26007_C_AND_I_LEASING_-_DELAY_IN_Q1_CORPORATE_ACTIONS_MAY_2019.pdf,2019-05-09T18:22:48Z
NGCILEASING2,Corporate Actions,"OrderedDict([('@xml:space', 'preserve'), ('#text', 'C and I Leasing Plc - Board Notice')])",https://doclib.ngxgroup.com/Financial_NewsDocs/25844_C_AND_I_LEASING_-_NOTICE_OF_BOARD__CORPORATE_ACTIONS_APRIL_2019.pdf,2019-04-24T15:51:10Z
NGCILEASING2,Corporate Actions,C & I Leasing Plc - Delay in Filing 2018 AFS,https://doclib.ngxgroup.com/Financial_NewsDocs/25725_C_AND_I_-_LEASING_-_DELAY_IN_FILIN_CORPORATE_ACTIONS_APRIL_2019.pdf,2019-04-09T16:25:01Z
NGCILEASING2,Corporate Actions,C and Leasing Plc - Notice of Board Meeting and Closed Period,https://doclib.ngxgroup.com/Financial_NewsDocs/25192_C_AND_I_PLC_-_BOARD_AND_CLOSED_CORPORATE_ACTIONS_MARCH_2019.pdf,2019-03-07T15:30:04Z
NGCILEASING2,Corporate Actions,C & I Plc - Delay in Reconciliation of Shareholdings,https://doclib.ngxgroup.com/Financial_NewsDocs/24744_C_AND_I_PLC_-_EXTENSION_OF_CORPORATE_ACTIONS_JANUARY_2019.pdf,2019-01-11T16:13:29Z
NGCILEASING2,Corporate Actions,"OrderedDict([('@xml:space', 'preserve'), ('#text', 'C & I Leasing - Debt to Equity Conversion')])",https://doclib.ngxgroup.com/Financial_NewsDocs/24738_C_AND_I_LEASING_-_CONVERSION_OF_AU_CORPORATE_ACTIONS_JANUARY_2019.pdf,2019-01-08T16:12:51Z
NGCILEASING2,Corporate Actions,C & I  Leasing - Proposed Share Capital Reconstruction,https://doclib.ngxgroup.com/Financial_NewsDocs/24557_CAND_I_LEASING_-_PRESS_RELEASE_CORPORATE_ACTIONS_DECEMBER_2018.pdf,2018-12-10T16:39:25Z
NGCILEASING2,Corporate Actions,C & I Leasing Plc - Closed Period and Board Meeting,https://doclib.ngxgroup.com/Financial_NewsDocs/Cand%20I%20NOTIFICATION%20OF%20CLOSED%20PERIOD%20AND%20BOARD%20OF%20DIRECTORS%20MEETING.PDF,2018-10-16T13:42:12Z
NGCILEASING2,Corporate Actions,C & I Leasing Plc - Acquisition of Two New Vessels,https://doclib.ngxgroup.com/Financial_NewsDocs/23781_ACQUISITION_OF_TWO_NEW_VESSELS_CORPORATE_ACTIONS_SEPTEMBER_2018.pdf,2018-09-28T18:25:55Z
NGCILEASING2,Corporate Actions,C and I Leasing - Acquisition of Petrotech JV,https://doclib.ngxgroup.com/Financial_NewsDocs/22841_C_AND_I_LEASING_-_ACQUISITIO_CORPORATE_ACTIONS_JULY_2018.pdf,2018-07-12T15:14:44Z
NGCILEASING2,Corporate Actions,"OrderedDict([('@xml:space', 'preserve'), ('#text', 'C and I Leasing - Appointment')])",https://doclib.ngxgroup.com/Financial_NewsDocs/20409_C_AND_I_LEASING_-_APPOINTMENT__CORPORATE_ACTIONS_NOVEMBER_2017.pdf,2017-11-24T13:22:30Z
NGCILEASING2,Corporate Actions,C & I LEASING CORPORATE ACTION,https://doclib.ngxgroup.com/Financial_NewsDocs/6836_AFROMEDIA_CORPORATE_ACTION_CORPORATE_ACTIONS_JULY_2014.pdf,2014-07-25T12:32:10Z
NGCADBURY001,Corporate Actions,CADBURY NIGERIA PLC.-CADBURY NIGERIA PLC - REPORTING OF THE NIGERIAN CODE OF CORPORATE GOVERNANCE (NCCG) 2018,https://doclib.ngxgroup.com/Financial_NewsDocs/32755_CADBURY_NIGERIA_PLC CADBURY_NIGERIA_PLC_ _REPORTING_O.pdf,2021-03-30T14:22:30Z
NGCADBURY001,Corporate Actions,CADBURY NIGERIA PLC.-CORPORATE DISCLOSURES,https://doclib.ngxgroup.com/Financial_NewsDocs/32722_CADBURY_NIGERIA_PLC CORPORATE_DISCLOSURES_CORPORATE_A.pdf,2021-03-29T15:42:20Z
NGCADBURY001,Corporate Actions,CADBURY NIGERIA PLC.-CADBURY NIGERIA PLC CLOSED PERIOD Q4 2020 UNAUDITED FINANCIAL STATEMENT,https://doclib.ngxgroup.com/Financial_NewsDocs/32140_CADBURY_NIGERIA_PLC CADBURY_NIGERIA_PLC_CLOSED_PERIOD.pdf,2021-01-11T14:54:38Z
NGCADBURY001,Corporate Actions,CADBURY NIGERIA PLC. - NOTIFICATION OF NEW DIRECTOR APPOINTMENTS,https://doclib.ngxgroup.com/Financial_NewsDocs/32056_CADBURY_NIGERIA_PLC CADBURY_NIGERIA_PLC_ _NOTIFICATIO.pdf,2020-12-21T13:20:19Z
NGCADBURY001,Corporate Actions,CADBURY NIGERIA PLC.-CLOSED PERIOD NOTICE Q3 2020,https://doclib.ngxgroup.com/Financial_NewsDocs/31486_CADBURY_NIGERIA_PLC.-CLOSED_PERIOD_NOTICE_Q3_2020_CORP.pdf,2020-09-28T09:06:09Z
NGCADBURY001,Corporate Actions,CADBURY NIGERIA PLC.-CADBURY NIG PLC. HALF YEAR 1 UNAUDITED FINANCIAL STATEMENTS ENDED 30TH JUNE 2020,https://doclib.ngxgroup.com/Financial_NewsDocs/30973_CADBURY_NIGERIA_PLC.-CADBURY_NIG_PLC._HALF_YEAR_1_UNAU.pdf,2020-07-23T09:56:10Z
NGCADBURY001,Corporate Actions,CADBURY NIGERIA PLC - APPOINTMENT OF NEW BOARD CHAIRMAN,https://doclib.ngxgroup.com/Financial_NewsDocs/30967_CADBURY_NIGERIA_PLC.-APPOINTMENT_OF_NEW_CHAIRMAN-CADBU.pdf,2020-07-22T17:22:05Z
NGCADBURY001,Corporate Actions,Cadbury Nigeria Plc - Resignation of Board Chairman,https://doclib.ngxgroup.com/Financial_NewsDocs/CADBURY%20NIGERIA%20PLC%20-%20ATEDO%20PETERSIDE%20resignation.pdf,2020-06-30T21:24:22Z
NGCADBURY001,Corporate Actions,"OrderedDict([('@xml:space', 'preserve'), ('#text', 'Cadbury Nigeria Plc - Dividend Information')])",https://doclib.ngxgroup.com/Financial_NewsDocs/29982_CADBURY_NIGERIA_PLC._CORPORATE_ACTIONS_MAY_2020.pdf,2020-05-13T15:23:31Z
NGCADBURY001,Corporate Actions,"OrderedDict([('@xml:space', 'preserve'), ('#text', 'Cadbury Nigeria Plc - Notice of Annual General Meeting')])",https://doclib.ngxgroup.com/Financial_NewsDocs/29981_CADBURY_NIGERIA_PLC._CORPORATE_ACTIONS_MAY_2020.pdf,2020-05-13T15:22:28Z
NGCADBURY001,Corporate Actions,Cadbury Nigeria Plc - Resolution of Board of Directors,https://doclib.ngxgroup.com/Financial_NewsDocs/29916_CADBURY_NIGERIA_PLC._CORPORATE_ACTIONS_MAY_2020.pdf,2020-05-07T10:36:41Z
NGCADBURY001,Corporate Actions,Cadbury Nigeria Plc - Notice of Board Meeting by Written Resolution,https://doclib.ngxgroup.com/Financial_NewsDocs/29908_CADBURY_NIGERIA_PLC._CORPORATE_ACTIONS_MAY_2020.pdf,2020-05-06T14:35:51Z
NGCADBURY001,Corporate Actions,"OrderedDict([('@xml:space', 'preserve'), ('#text', 'Cadbury Nigeria Plc - Board Changes')])",https://doclib.ngxgroup.com/Financial_NewsDocs/29520_CADBURY_NIGERIA_PLC._CORPORATE_ACTIONS_MARCH_2020.pdf,2020-03-30T16:27:31Z
NGCADBURY001,Corporate Actions,"OrderedDict([('@xml:space', 'preserve'), ('#text', 'Cadbury Nigeria Plc - Dividend Information')])",https://doclib.ngxgroup.com/Financial_NewsDocs/29519_CADBURY_NIGERIA_PLC._CORPORATE_ACTIONS_MARCH_2020.pdf,2020-03-30T16:26:47Z
NGCADBURY001,Corporate Actions,Cadbury Nigeria Plc - Board of Directors Activity Calendar for 2020,https://doclib.ngxgroup.com/Financial_NewsDocs/28594_CADBURY_NIGERIA_PLC._CORPORATE_ACTIONS_JANUARY_2020.pdf,2020-01-17T16:42:18Z
NGCADBURY001,Corporate Actions,Cadbury Nigeria Plc - Closed Period Information,https://doclib.ngxgroup.com/Financial_NewsDocs/27788_CADBURY_NIGERIA_PLC._CORPORATE_ACTIONS_OCTOBER_2019.pdf,2019-10-17T15:38:06Z
NGCADBURY001,Corporate Actions,"OrderedDict([('@xml:space', 'preserve'), ('#text', 'Cadbury Nigeria Plc - Notice of Annual General Meeting')])",https://doclib.ngxgroup.com/Financial_NewsDocs/26147_CADBURY_NIGERIA_PLC._CORPORATE_ACTIONS_MAY_2019.pdf,2019-05-08T13:20:35Z
NGCADBURY001,Corporate Actions,"OrderedDict([('@xml:space', 'preserve'), ('#text', 'Cadbury Nigeria Plc - Dividend Announcement')])",https://doclib.ngxgroup.com/Financial_NewsDocs/25990_CADBURY_NIGERIA_PLC._CORPORATE_ACTIONS_APRIL_2019.pdf,2019-04-29T13:56:14Z
NGCADBURY001,Corporate Actions,"OrderedDict([('@xml:space', 'preserve'), ('#text', 'Cadbury Nigeria Plc - Dividend Announcement')])",https://doclib.ngxgroup.com/Financial_NewsDocs/25364_CADBURY_NIGERIA_PLC._CORPORATE_ACTIONS_MARCH_2019.pdf,2019-03-22T13:31:27Z
NGCADBURY001,Corporate Actions,Cadbury Nigeria Plc - Appointment of Managing Director and Finance Director,https://doclib.ngxgroup.com/Financial_NewsDocs/25345_CADBURY_NIGERIA_PLC._CORPORATE_ACTIONS_MARCH_2019.pdf,2019-03-21T11:27:55Z
NGCADBURY001,Corporate Actions,Cadbury Nigeria Plc - Notice of Closed period,https://doclib.ngxgroup.com/Financial_NewsDocs/25150_CADBURY_NIGERIA_PLC._CORPORATE_ACTIONS_MARCH_2019.pdf,2019-03-04T16:28:07Z
NGCADBURY001,Corporate Actions,Cadbury Nigeria Plc - Notification of 2019 Board Meeting and AGM Dates,https://doclib.ngxgroup.com/Financial_NewsDocs/24804_CADBURY_NIGERIA_PLC._CORPORATE_ACTIONS_JANUARY_2019.pdf,2019-01-24T15:46:29Z
NGCADBURY001,Corporate Actions,Cadbury Nigeria Plc - Soft Copy Production of Annual Reprot,https://doclib.ngxgroup.com/Financial_NewsDocs/22360_CADBURY_NIGERIA_PLC._CORPORATE_ACTIONS_MAY_2018.pdf,2018-05-23T14:56:07Z
NGCADBURY001,Corporate Actions,Cadbury Nigeria Plc - Dividend Information,https://doclib.ngxgroup.com/Financial_NewsDocs/21333_CADBURY_NIGERIA_PLC._CORPORATE_ACTIONS_MARCH_2018.pdf,2018-03-22T16:11:04Z
NGCADBURY001,Corporate Actions,Cadbury Nigeria Plc - Closed Period,https://doclib.ngxgroup.com/Financial_NewsDocs/20894_CADBURY_NIGERIA_PLC._CORPORATE_ACTIONS_FEBRUARY_2018.pdf,2018-02-20T14:55:19Z
NGCADBURY001,Corporate Actions,Cadbury - Resignation of Board Member,https://doclib.ngxgroup.com/Financial_NewsDocs/20589_CADBURY_NIGERIA_PLC._CORPORATE_ACTIONS_DECEMBER_2017.pdf,2017-12-27T14:56:08Z
NGCADBURY001,Corporate Actions,Cadbury - 2018 Board Meeting Schedule,https://doclib.ngxgroup.com/Financial_NewsDocs/20588_CADBURY_NIGERIA_PLC._CORPORATE_ACTIONS_DECEMBER_2017.pdf,2017-12-27T08:58:37Z
NGCADBURY001,Corporate Actions,CADBURY NIG PLC - CLOSED PERIOD,https://doclib.ngxgroup.com/Financial_NewsDocs/18922_CADBURY_NIG_PLC_-_CLOSED_PERIOD_CORPORATE_ACTIONS_JULY_2017.pdf,2017-07-21T13:31:19Z
NGCADBURY001,Corporate Actions,CADBURY NIG PLC CLOSED PERIOD,https://doclib.ngxgroup.com/Financial_NewsDocs/16494_CADBURY_NIG_PLC_CLOSED_PERIOD_CORPORATE_ACTIONS_FEBRUARY_2017.pdf,2017-02-21T11:29:45Z
NGCADBURY001,Corporate Actions,CADBURY NIG PLC BOARD CHANGES,https://doclib.ngxgroup.com/Financial_NewsDocs/16120_CADBURY_NIG_PLC_BOARD_CHANGES_CORPORATE_ACTIONS_JANUARY_2017.pdf,2017-01-10T08:38:34Z
NGCADBURY001,Corporate Actions,CADBURY BOARD MEETING,https://doclib.ngxgroup.com/Financial_NewsDocs/10089_CADBURY_BOARD_MEETING_CORPORATE_ACTIONS_JUNE_2015.pdf,2015-06-26T17:17:07Z
NGCADBURY001,Corporate Actions,CADBURY NIGERIA CORPORATE ACTION,https://doclib.ngxgroup.com/Financial_NewsDocs/8964_CADBURY_NIGERIA_CORPORATE_ACTION_CORPORATE_ACTIONS_MARCH_2015.pdf,2015-03-27T13:49:03Z
NGCAP0000009,Corporate Actions,CHEMICAL AND ALLIED PRODUCTS PLC-NOTICE OF CLOSED PERIOD,https://doclib.ngxgroup.com/Financial_NewsDocs/32914_CHEMICAL_AND_ALLIED_PRODUCTS_PLC NOTICE_OF_CLOSED_PERI.pdf,2021-04-01T13:49:43Z
NGCAP0000009,Corporate Actions,"OrderedDict([('@xml:space', 'preserve'), ('#text', 'CHEMICAL AND ALLIED PRODUCTS PLC-EARNINGS PRESS RELEASE')])",https://doclib.ngxgroup.com/Financial_NewsDocs/32907_CHEMICAL_AND_ALLIED_PRODUCTS_PLC EARNINGS_PRESS_RELEAS.pdf,2021-04-01T09:40:39Z
NGCAP0000009,Corporate Actions,CHEMICAL AND ALLIED PRODUCTS PLC-CORPORATE ANNOUNCEMENT,https://doclib.ngxgroup.com/Financial_NewsDocs/32862_CHEMICAL_AND_ALLIED_PRODUCTS_PLC CORPORATE_ANNOUNCEMEN.pdf,2021-03-31T19:39:38Z
NGCAP0000009,Corporate Actions,CHEMICAL AND ALLIED PRODUCTS PLC-CORPORATE ANNOUNCEMENT,https://doclib.ngxgroup.com/Financial_NewsDocs/32862_CHEMICAL_AND_ALLIED_PRODUCTS_PLC CORPORATE_ANNOUNCEMEN.pdf,2021-03-31T19:38:37Z
NGCAP0000009,Corporate Actions,CHEMICAL AND ALLIED PRODUCTS PLC-OUTCOME OF BOARD MEETING,https://doclib.ngxgroup.com/Financial_NewsDocs/32644_CHEMICAL_AND_ALLIED_PRODUCTS_PLC OUTCOME_OF_BOARD_MEET.pdf,2021-03-22T15:28:13Z
NGCAP0000009,Board Meeting (BM),CHEMICAL AND ALLIED PRODUCTS PLC- NOTICE OF BOARD MEETING (BM),https://doclib.ngxgroup.com/Financial_NewsDocs/32506_CHEMICAL_AND_ALLIED_PRODUCTS_PLC _NOTICES_OF_BOARD_MEE.pdf,2021-03-01T09:48:40Z
NGCAP0000009,Corporate Actions,CHEMICAL AND ALLIED PRODUCTS PLC-CHANGE IN FINANCE FUNCTION,https://doclib.ngxgroup.com/Financial_NewsDocs/32435_CHEMICAL_AND_ALLIED_PRODUCTS_PLC CHANGE_IN_FINANCE_FUN.pdf,2021-02-19T16:38:12Z
